date,channel,viewing_min,devices_used,location_count,trp_value,is_fake,device_id,ip_address,session_duration,channel_switches,watch_pattern_score,device_behavior_score,region,time_of_day
2025-01-13,StarMovies,454,3,1034,3.8084917715944617,0,D3000,192.168.78.140,563,14,20,27,Kolkata,Afternoon
2025-01-13,HBO,470,5,765,3.5493345936861416,0,D6989,192.168.238.78,585,12,24,72,Hyderabad,Evening
2025-01-13,Discovery,431,14,881,3.172531292425332,0,D2460,192.168.198.17,430,4,39,59,Delhi,Afternoon
2025-01-13,NationalGeographic,459,1,658,3.160369338672826,0,D8190,192.168.217.229,446,13,27,41,Kolkata,Midnight
2025-01-13,AnimalPlanet,485,12,911,4.109293662619904,0,D8140,192.168.83.138,532,10,53,59,Hyderabad,Evening
2025-01-13,HistoryTV18,465,16,965,3.318672033614813,0,D4636,192.168.146.210,530,11,33,72,Delhi,Midnight
2025-01-13,CartoonNetwork,479,8,971,4.330180816971255,0,D5809,192.168.157.158,484,14,41,45,Hyderabad,Midnight
2025-01-13,Pogo,476,14,879,3.803290219690045,0,D5178,192.168.152.88,536,8,31,70,Chennai,Evening
2025-01-13,Nickelodeon,465,3,854,3.30472352882514,0,D8245,192.168.73.127,564,9,14,33,Kolkata,Midnight
2025-01-13,SonyMax,443,1,826,3.471677044959556,0,D7600,192.168.193.102,440,11,14,44,Bangalore,Midnight
2025-01-13,ZeeTelugu,480,1,636,4.457739933153135,0,D6997,192.168.95.163,528,12,31,53,Chennai,Night
2025-01-13,ETV,473,7,865,3.2477100010639823,0,D3048,192.168.50.101,592,3,57,69,Delhi,Evening
2025-01-13,GeminiTV,485,7,779,4.08411083539681,0,D5780,192.168.70.71,594,14,58,44,Chennai,Night
2025-01-13,MaaTV,474,1,890,2.898571876953849,0,D1716,192.168.154.10,588,4,60,19,Bangalore,Midnight
2025-01-13,UdayaTV,447,18,778,4.139806822724504,0,D8939,192.168.96.171,473,14,48,66,Bangalore,Evening
2025-01-13,SuryaTV,452,1,977,3.5694758686085213,0,D6565,192.168.182.199,554,8,31,25,Kolkata,Night
2025-01-13,KTV,478,3,706,3.4396101006038777,0,D5544,192.168.133.6,511,3,16,24,Kolkata,Morning
2025-01-13,JayaTV,457,3,897,3.08325652439314,0,D5976,192.168.76.176,451,7,59,72,Kolkata,Evening
2025-01-13,RajTV,443,1,774,3.4782457476642783,0,D4419,192.168.76.2,488,8,63,55,Hyderabad,Midnight
2025-01-13,KalaignarTV,459,10,947,4.109226463028192,0,D8239,192.168.210.51,519,12,30,68,Mumbai,Midnight
2025-01-13,DDNews,468,22,664,4.350538276994474,0,D1249,192.168.188.147,483,12,44,15,Kolkata,Evening
2025-01-13,DDNational,449,13,1049,3.4771258212484977,0,D9865,192.168.241.121,445,7,19,67,Mumbai,Evening
2025-01-13,DDSports,469,3,888,3.258353217879169,0,D1770,192.168.127.230,450,6,59,29,Delhi,Morning
2025-01-13,TenSports,490,21,711,4.313095452597175,0,D5363,192.168.1.51,502,10,21,35,Delhi,Night
2025-01-13,StarSports,466,1,820,4.028186125241067,0,D2077,192.168.153.70,538,4,46,36,Mumbai,Midnight
2025-01-13,SonySports,496,1,763,4.456967942532224,0,D9427,192.168.19.23,599,6,32,46,Delhi,Night
2025-01-13,Eurosport,488,1,730,3.1998358493352503,0,D9580,192.168.53.143,601,14,47,40,Bangalore,Morning
2025-01-13,CNBC,457,1,829,3.688662589519195,0,D8901,192.168.133.220,536,6,68,27,Mumbai,Midnight
2025-01-13,BloombergTV,484,15,765,4.043326070397337,0,D5858,192.168.162.203,551,9,22,19,Hyderabad,Evening
2025-01-13,BBCWorld,461,3,813,3.056384354159824,0,D7544,192.168.135.57,451,9,12,28,Chennai,Midnight
2025-01-13,AlJazeera,452,6,807,4.266968375281737,0,D5719,192.168.245.178,436,2,15,68,Hyderabad,Midnight
2025-01-13,France24,464,1,566,3.8307997194045353,0,D3814,192.168.176.115,473,7,39,69,Bangalore,Afternoon
2025-01-13,VH1,468,1,588,3.5109226422196977,0,D4374,192.168.242.216,585,13,50,18,Bangalore,Afternoon
2025-01-13,MTV,468,4,647,3.345874183900262,0,D2252,192.168.148.241,538,7,12,55,Chennai,Morning
2025-01-14,News24,42,192,4244,9.813018701853832,1,D7996,192.168.122.36,112,0,75,99,Hyderabad,Afternoon
2025-01-14,StarTV,64,191,4139,10.032730357846535,1,D5673,192.168.70.69,165,0,88,92,Bangalore,Evening
2025-01-14,ZeeTV,-6,184,3950,9.742549359376468,1,D5530,192.168.57.63,91,1,87,83,Kolkata,Morning
2025-01-14,SunTV,20,205,4355,10.123509567446051,1,D7881,192.168.220.16,60,1,80,82,Chennai,Night
2025-01-14,ABPNews,10,191,4485,9.966772969586987,1,D7949,192.168.133.78,91,1,93,88,Kolkata,Night
2025-01-14,NDTV,29,208,4318,9.294954338689616,1,D7241,192.168.121.180,34,1,97,84,Hyderabad,Midnight
2025-01-14,IndiaTV,32,208,4088,9.766639728772397,1,D9017,192.168.1.217,120,0,83,84,Kolkata,Midnight
2025-01-14,CNNNews18,53,211,4512,9.767912708428826,1,D7941,192.168.222.114,144,1,77,97,Bangalore,Night
2025-01-14,TimesNow,45,191,4048,9.486204617788257,1,D8002,192.168.113.205,63,0,91,80,Mumbai,Evening
2025-01-14,RepublicTV,59,220,4141,10.017726831146032,1,D2331,192.168.123.146,41,0,93,92,Chennai,Afternoon
2025-01-14,TV9,52,206,3950,9.402031610647509,1,D5261,192.168.208.237,69,1,90,80,Kolkata,Midnight
2025-01-14,Asianet,51,202,4579,8.96224002106267,1,D8648,192.168.219.204,72,0,99,96,Mumbai,Morning
2025-01-14,Colors,16,202,4345,9.999207305377505,1,D6115,192.168.162.86,43,1,78,87,Chennai,Night
2025-01-14,SonyTV,31,218,4245,9.806330189022162,1,D5637,192.168.166.129,23,0,90,84,Bangalore,Afternoon
2025-01-14,StarPlus,32,216,4250,10.108504875129372,1,D5854,192.168.253.165,100,0,93,81,Bangalore,Midnight
2025-01-14,ZeeCinema,5,214,3994,9.464475889964524,1,D4177,192.168.20.1,72,0,97,91,Mumbai,Evening
2025-01-14,StarMovies,50,201,4150,9.471120156973102,1,D8730,192.168.131.224,85,1,86,89,Chennai,Afternoon
2025-01-14,HBO,52,213,4033,9.811155248141098,1,D3180,192.168.57.1,94,1,81,91,Delhi,Evening
2025-01-14,Discovery,58,198,4491,9.805941778475606,1,D5892,192.168.140.174,117,1,94,94,Hyderabad,Morning
2025-01-14,NationalGeographic,35,215,4422,10.294349612432445,1,D8043,192.168.174.209,57,0,99,95,Hyderabad,Evening
2025-01-14,AnimalPlanet,23,188,4337,10.35153555097887,1,D1137,192.168.203.7,77,0,83,87,Hyderabad,Night
2025-01-14,HistoryTV18,2,190,4136,9.47055770875284,1,D7327,192.168.246.51,38,0,76,84,Hyderabad,Night
2025-01-14,CartoonNetwork,41,212,4348,9.414046565874868,1,D4472,192.168.246.3,83,0,97,83,Bangalore,Midnight
2025-01-14,Pogo,56,200,4566,9.421124921068296,1,D6449,192.168.177.154,161,1,82,95,Chennai,Afternoon
2025-01-14,Nickelodeon,32,178,4412,10.159911604634324,1,D3832,192.168.30.100,136,1,98,87,Mumbai,Midnight
2025-01-14,SonyMax,0,210,4172,9.99157935593376,1,D4579,192.168.61.154,5,1,84,88,Kolkata,Morning
2025-01-14,ZeeTelugu,5,210,3842,10.264804875277507,1,D6971,192.168.194.108,76,0,75,81,Mumbai,Midnight
2025-01-14,ETV,31,203,4200,9.77338289499496,1,D5164,192.168.54.156,129,1,92,97,Bangalore,Evening
2025-01-14,GeminiTV,4,196,4250,10.135615534178976,1,D8941,192.168.43.81,15,0,82,94,Bangalore,Afternoon
2025-01-14,MaaTV,-8,208,4299,9.66806770251596,1,D6569,192.168.165.239,97,0,87,98,Hyderabad,Night
2025-01-14,UdayaTV,50,183,4142,9.081245456195392,1,D5300,192.168.29.66,55,0,81,84,Delhi,Night
2025-01-14,SuryaTV,36,201,4334,9.833295357394944,1,D7269,192.168.135.14,76,1,88,87,Kolkata,Midnight
2025-01-14,KTV,29,174,3960,9.341252364030275,1,D4818,192.168.100.227,120,0,81,87,Hyderabad,Afternoon
2025-01-14,JayaTV,63,200,3905,9.737956384914598,1,D2906,192.168.105.103,111,0,91,96,Bangalore,Night
2025-01-14,RajTV,35,188,4075,10.198586997969148,1,D7254,192.168.61.75,43,1,92,84,Kolkata,Night
2025-01-14,KalaignarTV,45,216,4159,9.65016741177372,1,D1760,192.168.190.79,87,0,76,87,Mumbai,Morning
2025-01-14,DDNews,59,205,4464,9.737736711064676,1,D8830,192.168.193.229,172,0,77,89,Chennai,Night
2025-01-14,DDNational,42,182,4224,9.405933422987788,1,D8350,192.168.106.96,126,1,93,82,Hyderabad,Evening
2025-01-14,DDSports,7,208,4205,9.107258300147706,1,D7238,192.168.39.141,101,0,77,82,Delhi,Midnight
2025-01-14,TenSports,5,215,4251,10.104041556022375,1,D7090,192.168.106.17,5,0,86,85,Hyderabad,Afternoon
2025-01-14,StarSports,42,199,4368,9.9069260980601,1,D7031,192.168.14.161,108,1,78,83,Delhi,Evening
2025-01-14,SonySports,48,215,4216,8.903633869750754,1,D8687,192.168.242.16,62,0,78,95,Hyderabad,Morning
2025-01-14,Eurosport,54,211,4195,9.35112458755859,1,D9472,192.168.242.13,85,0,83,94,Kolkata,Morning
2025-01-14,CNBC,68,195,3904,9.451443791517562,1,D2887,192.168.246.214,93,1,77,87,Delhi,Morning
2025-01-14,BloombergTV,36,195,4284,9.792265627578862,1,D4266,192.168.150.36,72,0,77,86,Mumbai,Evening
2025-01-14,BBCWorld,56,193,4164,10.291998010831678,1,D1666,192.168.42.178,77,0,99,96,Kolkata,Afternoon
2025-01-14,AlJazeera,44,214,4020,9.10429645471134,1,D5188,192.168.113.74,100,0,94,94,Chennai,Afternoon
2025-01-14,France24,65,193,4158,10.257697278979537,1,D1671,192.168.80.94,142,0,96,84,Kolkata,Evening
2025-01-14,VH1,17,178,4175,9.236477850139028,1,D7777,192.168.140.30,12,1,79,85,Mumbai,Morning
2025-01-14,MTV,52,196,3920,10.74175840850128,1,D8570,192.168.184.238,164,1,90,84,Hyderabad,Afternoon
2025-01-15,News24,408,1,741,3.240499858528315,0,D8956,192.168.29.199,388,13,36,67,Chennai,Evening
2025-01-15,StarTV,443,6,897,3.097900650768721,0,D6124,192.168.9.99,470,10,60,55,Delhi,Night
2025-01-15,ZeeTV,451,7,651,4.055996451272496,0,D6585,192.168.193.94,552,10,60,59,Mumbai,Afternoon
2025-01-15,SunTV,460,14,870,3.173590905944458,0,D5777,192.168.210.39,465,4,41,31,Chennai,Midnight
2025-01-15,ABPNews,420,15,675,3.6373382368650193,0,D4900,192.168.36.252,433,3,54,40,Hyderabad,Morning
2025-01-15,NDTV,414,2,1012,3.8064224339119024,0,D7677,192.168.130.89,507,12,32,65,Chennai,Night
2025-01-15,IndiaTV,439,22,779,3.9867353143011104,0,D7981,192.168.161.247,476,6,57,42,Kolkata,Morning
2025-01-15,CNNNews18,444,20,608,3.899151332101279,0,D7376,192.168.254.250,558,6,66,52,Bangalore,Night
2025-01-15,TimesNow,436,1,586,3.631722678998905,0,D1523,192.168.213.166,440,14,61,64,Delhi,Afternoon
2025-01-15,RepublicTV,424,1,723,3.071000388812129,0,D3393,192.168.13.192,543,9,53,56,Delhi,Night
2025-01-15,TV9,421,1,520,3.67913957700904,0,D3593,192.168.38.182,427,7,45,56,Chennai,Midnight
2025-01-15,Asianet,452,20,616,4.224925863145028,0,D8240,192.168.129.224,517,13,66,46,Mumbai,Afternoon
2025-01-15,Colors,419,11,721,3.3495135335273294,0,D7937,192.168.42.181,516,8,30,35,Chennai,Morning
2025-01-15,SonyTV,413,1,678,3.614822970042536,0,D7190,192.168.130.169,473,12,31,61,Chennai,Afternoon
2025-01-15,StarPlus,426,6,797,3.97861894301588,0,D6240,192.168.7.218,480,9,32,23,Hyderabad,Morning
2025-01-15,ZeeCinema,449,8,763,3.806394503479152,0,D7493,192.168.95.203,521,10,63,51,Chennai,Night
2025-01-15,StarMovies,422,21,614,4.049553158698959,0,D3878,192.168.241.191,435,5,21,30,Delhi,Midnight
2025-01-15,HBO,413,7,691,2.7873871661372966,0,D5143,192.168.64.79,507,6,22,65,Hyderabad,Evening
2025-01-15,Discovery,419,14,785,3.4864560612707773,0,D4644,192.168.131.68,511,5,43,19,Chennai,Night
2025-01-15,NationalGeographic,437,4,755,3.0591689418531507,0,D5432,192.168.91.10,528,10,34,52,Chennai,Afternoon
2025-01-15,AnimalPlanet,458,8,543,4.014318553144105,0,D2276,192.168.74.178,497,13,11,23,Delhi,Night
2025-01-15,HistoryTV18,433,19,666,3.284863055543061,0,D6811,192.168.150.61,438,3,50,20,Hyderabad,Afternoon
2025-01-15,CartoonNetwork,433,15,835,3.4727023219797277,0,D1302,192.168.46.3,538,14,63,29,Bangalore,Night
2025-01-15,Pogo,429,11,673,3.7449043514437297,0,D1638,192.168.230.103,453,9,30,32,Chennai,Night
2025-01-15,Nickelodeon,437,19,679,4.224199607665837,0,D1055,192.168.16.22,448,12,65,19,Bangalore,Midnight
2025-01-15,SonyMax,429,7,859,2.693039073533249,0,D9717,192.168.115.91,479,8,40,74,Delhi,Afternoon
2025-01-15,ZeeTelugu,396,1,550,3.721538491920082,0,D9150,192.168.247.144,398,14,27,55,Mumbai,Midnight
2025-01-15,ETV,444,3,726,3.824967278371664,0,D3125,192.168.207.104,486,8,25,24,Mumbai,Night
2025-01-15,GeminiTV,413,7,754,3.5299301335871496,0,D1364,192.168.2.52,462,9,23,57,Chennai,Night
2025-01-15,MaaTV,446,13,847,2.826189886268585,0,D7809,192.168.110.161,479,14,42,30,Chennai,Afternoon
2025-01-15,UdayaTV,399,1,692,3.099363122753276,0,D5621,192.168.41.130,405,12,55,59,Delhi,Midnight
2025-01-15,SuryaTV,414,4,631,3.525156528514118,0,D6126,192.168.38.46,486,12,16,41,Hyderabad,Evening
2025-01-15,KTV,427,1,534,3.82819986817172,0,D6122,192.168.47.27,485,2,47,63,Chennai,Midnight
2025-01-15,JayaTV,455,4,762,3.050259071535597,0,D2646,192.168.251.15,470,2,29,54,Kolkata,Night
2025-01-15,RajTV,465,1,456,3.689141840373726,0,D1918,192.168.6.109,577,8,13,67,Mumbai,Morning
2025-01-15,KalaignarTV,460,1,743,3.174204322578529,0,D3797,192.168.184.42,471,3,20,37,Delhi,Midnight
2025-01-15,DDNews,412,8,504,3.990458739333085,0,D7506,192.168.8.105,408,13,15,42,Kolkata,Evening
2025-01-15,DDNational,449,8,593,2.945510180145904,0,D6870,192.168.133.248,450,5,48,25,Hyderabad,Morning
2025-01-15,DDSports,457,16,604,3.498503455494131,0,D2531,192.168.184.76,477,13,59,18,Delhi,Midnight
2025-01-15,TenSports,405,16,666,3.044462567677748,0,D9172,192.168.29.183,443,7,16,18,Kolkata,Morning
2025-01-15,StarSports,445,14,663,3.946439284195841,0,D4345,192.168.83.126,499,6,54,30,Chennai,Night
2025-01-15,SonySports,465,9,605,3.7304718377234063,0,D8673,192.168.83.54,566,6,39,70,Mumbai,Night
2025-01-15,Eurosport,415,1,449,3.683740062033919,0,D7949,192.168.109.27,404,12,51,42,Delhi,Evening
2025-01-15,CNBC,429,25,797,3.6135134142016136,0,D7882,192.168.83.187,495,7,32,43,Mumbai,Afternoon
2025-01-15,BloombergTV,448,11,491,3.1040486590081326,0,D2906,192.168.6.168,432,11,37,71,Chennai,Morning
2025-01-15,BBCWorld,457,17,634,3.766635799087156,0,D4086,192.168.103.222,491,8,47,59,Delhi,Evening
2025-01-15,AlJazeera,428,24,772,2.704070999889194,0,D9152,192.168.71.2,433,3,44,72,Hyderabad,Midnight
2025-01-15,France24,456,3,638,3.201129960871044,0,D6750,192.168.141.138,439,13,65,31,Chennai,Night
2025-01-15,VH1,417,6,699,4.196452974301568,0,D9905,192.168.49.146,503,12,10,20,Mumbai,Midnight
2025-01-15,MTV,412,14,763,3.327958700019368,0,D2062,192.168.17.16,418,5,33,59,Chennai,Afternoon
2025-01-16,News24,7,213,4240,9.489283089656944,1,D2976,192.168.51.197,112,0,95,87,Hyderabad,Morning
2025-01-16,StarTV,36,202,4522,10.0762007214018,1,D2296,192.168.179.159,18,1,95,93,Kolkata,Evening
2025-01-16,ZeeTV,30,203,4427,10.738549842726346,1,D7229,192.168.228.84,59,1,83,82,Bangalore,Afternoon
2025-01-16,SunTV,0,218,4535,10.312352125831593,1,D8641,192.168.150.96,104,0,80,87,Bangalore,Morning
2025-01-16,ABPNews,21,212,4536,10.569184580779314,1,D1125,192.168.41.209,26,1,95,96,Chennai,Night
2025-01-16,NDTV,24,211,4623,10.064458036250985,1,D5632,192.168.189.205,138,0,77,83,Delhi,Afternoon
2025-01-16,IndiaTV,45,215,4523,9.789373299644524,1,D7288,192.168.112.178,141,0,86,81,Bangalore,Midnight
2025-01-16,CNNNews18,6,183,4535,9.390771818328146,1,D4596,192.168.204.209,30,0,91,94,Chennai,Evening
2025-01-16,TimesNow,40,223,4276,10.161921700258029,1,D7168,192.168.123.15,25,0,96,87,Kolkata,Evening
2025-01-16,RepublicTV,26,203,4080,9.799488180690446,1,D8561,192.168.89.172,58,0,86,84,Chennai,Evening
2025-01-16,TV9,2,201,4083,10.229835208393778,1,D9258,192.168.219.42,5,1,99,82,Hyderabad,Afternoon
2025-01-16,Asianet,53,205,4736,9.633370219028238,1,D1232,192.168.44.94,92,1,78,89,Hyderabad,Afternoon
2025-01-16,Colors,23,218,4038,10.17399883452746,1,D7371,192.168.106.163,74,0,88,97,Chennai,Night
2025-01-16,SonyTV,51,208,4669,9.905579817318714,1,D5206,192.168.21.128,105,1,82,90,Hyderabad,Afternoon
2025-01-16,StarPlus,26,195,4584,10.201809192231714,1,D8943,192.168.201.203,71,1,92,86,Hyderabad,Midnight
2025-01-16,ZeeCinema,50,203,4140,10.166565567483136,1,D7891,192.168.37.97,51,1,76,86,Delhi,Midnight
2025-01-16,StarMovies,3,229,4375,10.150957338893049,1,D7738,192.168.197.192,122,0,88,84,Delhi,Midnight
2025-01-16,HBO,6,228,4654,11.202598903749346,1,D3472,192.168.100.7,36,0,78,85,Chennai,Night
2025-01-16,Discovery,11,189,4388,10.129129827187844,1,D3739,192.168.245.44,83,0,76,86,Kolkata,Morning
2025-01-16,NationalGeographic,53,203,3924,10.332622404592929,1,D6401,192.168.75.7,81,1,80,90,Mumbai,Evening
2025-01-16,AnimalPlanet,28,223,4325,9.971648353615477,1,D2761,192.168.193.60,23,1,82,98,Kolkata,Morning
2025-01-16,HistoryTV18,14,197,4366,9.833948318283042,1,D1876,192.168.0.62,37,0,77,83,Delhi,Midnight
2025-01-16,CartoonNetwork,31,194,4157,9.759785290734984,1,D4812,192.168.86.89,117,1,89,97,Hyderabad,Afternoon
2025-01-16,Pogo,28,215,4459,9.820437184908366,1,D2460,192.168.17.108,101,1,93,81,Delhi,Evening
2025-01-16,Nickelodeon,58,209,4079,10.020582100419,1,D2733,192.168.134.115,45,0,94,80,Delhi,Night
2025-01-16,SonyMax,59,225,4084,10.17616510453183,1,D2605,192.168.53.67,148,1,79,80,Mumbai,Afternoon
2025-01-16,ZeeTelugu,35,231,4238,10.730684386464471,1,D6622,192.168.92.138,32,1,93,90,Mumbai,Morning
2025-01-16,ETV,-5,205,4475,10.641208331631852,1,D7767,192.168.188.59,54,1,80,86,Kolkata,Morning
2025-01-16,GeminiTV,41,199,4280,9.856619326256528,1,D7986,192.168.186.235,138,0,95,95,Delhi,Midnight
2025-01-16,MaaTV,45,211,4542,10.02137410538108,1,D4517,192.168.68.191,96,0,98,83,Hyderabad,Night
2025-01-16,UdayaTV,2,212,4494,10.277296643187574,1,D4735,192.168.97.8,75,1,84,92,Kolkata,Midnight
2025-01-16,SuryaTV,8,203,4486,9.736124869188812,1,D9434,192.168.205.232,25,1,78,93,Bangalore,Night
2025-01-16,KTV,36,217,4387,10.559561918404704,1,D3590,192.168.54.134,96,1,96,99,Mumbai,Night
2025-01-16,JayaTV,20,215,4415,9.574353540747303,1,D2063,192.168.128.56,106,1,83,95,Kolkata,Evening
2025-01-16,RajTV,-3,214,4065,10.664186342857588,1,D5324,192.168.224.104,106,1,96,88,Kolkata,Night
2025-01-16,KalaignarTV,49,234,4440,10.67778204581598,1,D6342,192.168.202.114,70,1,84,88,Chennai,Morning
2025-01-16,DDNews,28,208,4256,10.40377372430358,1,D1005,192.168.87.138,125,1,79,86,Delhi,Morning
2025-01-16,DDNational,2,218,4466,10.919727823157247,1,D8489,192.168.107.244,5,1,90,86,Hyderabad,Morning
2025-01-16,DDSports,56,202,4524,10.573066199515498,1,D9659,192.168.22.144,165,0,85,90,Kolkata,Morning
2025-01-16,TenSports,27,207,4761,9.371823118196176,1,D9195,192.168.100.144,11,0,98,86,Chennai,Afternoon
2025-01-16,StarSports,37,190,4200,9.630675743881127,1,D6966,192.168.55.108,33,1,78,98,Delhi,Evening
2025-01-16,SonySports,42,181,4017,10.129821838914056,1,D9837,192.168.94.6,45,1,86,86,Hyderabad,Midnight
2025-01-16,Eurosport,12,226,4630,10.182598519630414,1,D1117,192.168.29.191,127,1,96,95,Mumbai,Midnight
2025-01-16,CNBC,3,224,4438,9.977249407117217,1,D3551,192.168.228.129,41,0,97,95,Chennai,Afternoon
2025-01-16,BloombergTV,30,206,3965,10.20738001878339,1,D6560,192.168.50.106,35,1,84,94,Hyderabad,Midnight
2025-01-16,BBCWorld,52,229,4093,10.63360509882154,1,D5289,192.168.88.127,92,1,96,81,Hyderabad,Afternoon
2025-01-16,AlJazeera,4,192,4206,10.655535894279264,1,D1846,192.168.45.121,119,1,98,86,Hyderabad,Midnight
2025-01-16,France24,39,200,4245,10.095592117185078,1,D7316,192.168.148.99,30,0,76,94,Delhi,Midnight
2025-01-16,VH1,52,233,4324,10.227470503228382,1,D7469,192.168.165.69,45,0,95,80,Chennai,Evening
2025-01-16,MTV,60,195,4240,10.531587851094182,1,D9915,192.168.62.241,69,1,93,86,Kolkata,Night
2025-01-17,News24,462,1,897,3.142432145114508,0,D1224,192.168.49.12,540,7,41,50,Delhi,Night
2025-01-17,StarTV,447,3,1044,4.511621987223994,0,D5208,192.168.68.254,488,6,60,15,Chennai,Afternoon
2025-01-17,ZeeTV,470,17,799,3.9765260580508057,0,D7283,192.168.72.44,480,9,15,29,Bangalore,Morning
2025-01-17,SunTV,444,1,785,3.552085812837628,0,D3048,192.168.51.9,450,12,28,27,Delhi,Evening
2025-01-17,ABPNews,446,1,776,4.033227551425471,0,D7233,192.168.226.193,426,13,61,35,Chennai,Morning
2025-01-17,NDTV,457,20,609,4.337934860390372,0,D2828,192.168.117.239,477,12,27,27,Mumbai,Evening
2025-01-17,IndiaTV,474,13,697,4.355099293954187,0,D2917,192.168.9.46,527,5,21,54,Hyderabad,Morning
2025-01-17,CNNNews18,480,6,904,3.9668895147007626,0,D5234,192.168.102.228,501,4,52,31,Delhi,Afternoon
2025-01-17,TimesNow,486,1,831,3.798847707223181,0,D7988,192.168.185.37,505,4,56,31,Bangalore,Afternoon
2025-01-17,RepublicTV,466,5,687,3.3776492822693966,0,D3026,192.168.51.240,459,3,46,26,Kolkata,Evening
2025-01-17,TV9,496,1,723,3.424354288727388,0,D4744,192.168.98.81,575,9,19,48,Kolkata,Midnight
2025-01-17,Asianet,494,1,693,3.2409724517506784,0,D1009,192.168.12.134,564,14,32,53,Chennai,Evening
2025-01-17,Colors,456,7,867,4.014051541742698,0,D1260,192.168.185.101,574,8,27,54,Hyderabad,Afternoon
2025-01-17,SonyTV,475,1,621,4.357101700304624,0,D7038,192.168.127.48,560,7,30,25,Bangalore,Night
2025-01-17,StarPlus,477,13,670,4.3836290871688135,0,D3219,192.168.159.11,505,3,63,28,Mumbai,Midnight
2025-01-17,ZeeCinema,476,3,825,3.814568836371037,0,D8041,192.168.80.5,561,3,56,29,Delhi,Morning
2025-01-17,StarMovies,450,9,797,3.3164498192750878,0,D3060,192.168.5.202,567,11,63,37,Kolkata,Midnight
2025-01-17,HBO,459,18,904,4.150856675623448,0,D6287,192.168.116.225,445,2,22,18,Hyderabad,Evening
2025-01-17,Discovery,475,1,940,3.5303696013064454,0,D2619,192.168.221.149,535,13,11,47,Chennai,Night
2025-01-17,NationalGeographic,468,1,783,3.467498793849863,0,D9512,192.168.41.81,587,11,11,39,Bangalore,Evening
2025-01-17,AnimalPlanet,444,6,870,4.117498515947448,0,D2342,192.168.154.3,524,3,27,59,Mumbai,Midnight
2025-01-17,HistoryTV18,451,16,730,3.607762095584947,0,D3832,192.168.59.221,485,10,44,55,Mumbai,Night
2025-01-17,CartoonNetwork,494,1,840,4.715727694236622,0,D3824,192.168.193.93,480,2,57,36,Bangalore,Morning
2025-01-17,Pogo,459,1,879,3.9781214282323063,0,D2994,192.168.48.228,472,14,43,46,Chennai,Evening
2025-01-17,Nickelodeon,492,13,806,4.212337393976944,0,D4490,192.168.33.37,597,11,50,15,Mumbai,Morning
2025-01-17,SonyMax,501,4,627,4.3301967335267015,0,D8984,192.168.41.193,509,5,19,38,Delhi,Midnight
2025-01-17,ZeeTelugu,486,1,956,4.706414944786315,0,D2604,192.168.187.218,491,3,46,67,Delhi,Evening
2025-01-17,ETV,437,1,1060,4.411027332612822,0,D1235,192.168.0.187,490,6,41,21,Hyderabad,Evening
2025-01-17,GeminiTV,484,1,685,3.5805612244316443,0,D2908,192.168.249.132,508,11,34,57,Bangalore,Evening
2025-01-17,MaaTV,438,2,696,3.442304732267765,0,D9567,192.168.102.142,434,9,33,71,Kolkata,Night
2025-01-17,UdayaTV,496,1,936,3.3186971031671115,0,D4530,192.168.109.146,538,2,30,51,Hyderabad,Evening
2025-01-17,SuryaTV,475,1,947,4.295385794233523,0,D6256,192.168.33.1,547,10,54,20,Delhi,Night
2025-01-17,KTV,441,1,720,3.6440070626286336,0,D3635,192.168.52.22,486,8,48,29,Delhi,Afternoon
2025-01-17,JayaTV,495,16,1007,3.465155026423753,0,D9162,192.168.207.189,566,6,69,67,Kolkata,Evening
2025-01-17,RajTV,472,5,838,4.252533686712941,0,D3560,192.168.149.178,568,6,43,48,Mumbai,Afternoon
2025-01-17,KalaignarTV,501,1,644,3.515713007619854,0,D6415,192.168.15.156,522,10,35,15,Hyderabad,Morning
2025-01-17,DDNews,493,1,768,3.214515254255826,0,D4391,192.168.219.119,543,10,51,53,Kolkata,Midnight
2025-01-17,DDNational,498,2,997,3.664644450546309,0,D6951,192.168.85.248,552,3,48,65,Delhi,Evening
2025-01-17,DDSports,496,5,741,3.956601032029167,0,D6468,192.168.197.217,546,9,14,22,Kolkata,Morning
2025-01-17,TenSports,481,11,765,3.1561802333068782,0,D9007,192.168.41.194,503,6,15,49,Hyderabad,Afternoon
2025-01-17,StarSports,459,8,717,3.972703813218391,0,D7413,192.168.70.117,493,3,41,26,Bangalore,Night
2025-01-17,SonySports,494,10,1016,4.391064286161808,0,D7941,192.168.208.163,529,10,50,60,Kolkata,Night
2025-01-17,Eurosport,459,1,705,4.127591552691087,0,D5820,192.168.19.108,517,5,41,38,Mumbai,Afternoon
2025-01-17,CNBC,459,19,973,4.6054200932407765,0,D3898,192.168.129.7,521,6,17,15,Bangalore,Morning
2025-01-17,BloombergTV,474,1,774,3.4224536524378446,0,D8546,192.168.223.177,574,8,27,27,Kolkata,Evening
2025-01-17,BBCWorld,503,1,692,3.6652236116915153,0,D1077,192.168.210.204,554,3,67,51,Kolkata,Morning
2025-01-17,AlJazeera,475,3,868,3.283608216153783,0,D8577,192.168.8.27,455,6,63,29,Mumbai,Night
2025-01-17,France24,456,1,915,4.1934008094630295,0,D5227,192.168.205.130,565,9,10,48,Mumbai,Evening
